Gene	mock1	mock2	mock3	hrcc1	hrcc2	hrcc3
AT1G08315	50	28	67	66	82	133
AT1G08320	0	0	0	0	6	4
AT1G08340	1	24	5	9	4	1
AT1G08350	14	7	37	25	6	29
AT1G08360	115	108	279	158	118	262
AT1G08370	129	150	307	108	71	483
AT1G08380	8913	8010	18757	7562	3954	8380
AT1G08390	3	2	6	5	4	10
AT1G08400	10	11	10	3	4	8
AT1G08410	16	21	47	44	26	65
AT1G08420	189	235	123	192	95	157
AT1G08430	0	0	0	0	3	0
AT1G08440	0	0	1	0	4	0
AT1G08450	299	217	360	551	158	591
AT1G08460	70	68	144	51	27	135
AT1G08465	62	54	140	82	89	116
AT1G08470	64	44	31	20	14	23
AT1G08480	83	81	48	98	30	54
AT1G08490	50	58	94	64	25	94
AT1G08500	5	0	2	1	0	1
AT1G08510	176	168	349	194	123	421
AT1G08520	265	268	494	206	100	268
AT1G08530	29	24	84	34	11	70
AT1G08540	381	375	412	213	86	356
AT1G08550	440	545	337	310	146	252
AT1G08560	5	4	5	1	5	4
AT1G08570	95	61	94	86	44	72
AT1G08580	98	127	101	193	119	145
AT1G08590	9	4	17	0	5	20
AT1G08600	33	59	47	56	50	47
AT1G08610	4	11	14	5	7	18
AT1G08620	30	26	22	28	22	49
AT1G08630	0	2	0	4	6	2
AT1G08640	54	48	51	53	13	42
AT1G08650	103	182	463	206	144	355
AT1G08660	50	27	70	31	14	69
AT1G08670	0	6	0	0	0	0
AT1G08680	49	38	131	81	29	116
AT1G08700	106	71	360	123	59	494
AT1G08710	12	17	30	31	3	31
AT1G08720	30	45	68	52	38	121
AT1G08730	0	0	1	0	0	0
AT1G08750	25	12	136	74	48	132
AT1G08760	33	15	33	29	19	57
AT1G08770	8	14	35	33	18	40
AT1G08780	38	34	42	55	18	42
AT1G08800	61	83	66	118	73	101
AT1G08810	29	22	23	24	10	29
AT1G08820	47	84	109	103	45	202
AT1G08830	207	183	201	315	202	256
AT1G08840	9	9	10	2	5	5
AT1G08845	3	0	23	9	15	17
AT1G08860	0	0	0	0	7	1
AT1G08880	104	76	256	176	117	238
AT1G08890	27	48	70	31	49	44
AT1G08900	53	16	46	29	24	60
AT1G08910	25	28	58	54	29	102
AT1G08920	55	68	33	58	64	87
AT1G08930	204	143	197	515	211	611
AT1G08940	25	28	13	71	49	48
AT1G08960	21	41	57	33	30	52
AT1G08970	56	89	87	63	23	122
AT1G08980	182	124	200	125	57	144
AT1G08990	0	9	1	0	0	0
AT1G09000	0	11	2	3	0	6
AT1G09010	59	69	124	69	24	97
AT1G09020	86	122	222	118	102	225
AT1G09040	2	1	8	13	3	12
AT1G09050	6	8	11	3	3	10
AT1G09060	51	26	51	50	46	80
AT1G09070	529	313	334	659	298	1036
AT1G09080	61	26	23	164	67	90
AT1G09090	0	1	0	0	8	0
AT1G09100	75	41	174	77	64	225
AT1G09130	361	344	1882	495	243	1678
AT1G09140	58	53	96	88	38	139
AT1G09150	51	54	148	44	41	104
AT1G09155	0	0	1	0	6	0
AT1G09157	0	2	0	0	0	0
AT1G09160	10	16	30	18	9	36
AT1G09170	0	0	1	1	5	1
AT1G09176	6	0	0	2	3	4
AT1G09180	3	2	7	4	1	4
AT1G09190	1	11	44	7	3	32
AT1G09195	14	8	12	13	8	9
AT1G09200	16	16	19	5	10	32
AT1G09210	352	282	518	648	306	899
AT1G09220	0	11	2	1	2	1
AT1G09230	55	34	92	46	22	89
AT1G09240	46	44	120	79	26	147
AT1G09250	10	30	9	30	21	45
AT1G09270	90	126	134	182	80	280
AT1G09280	36	12	61	15	5	46
AT1G09290	6	9	14	5	9	7
AT1G09300	6	10	33	6	10	43
AT1G09310	2301	2807	4586	1866	833	1479
AT1G09320	33	8	11	29	8	14
AT1G09330	30	54	134	77	51	178
AT1G09340	680	667	1500	319	160	892
AT1G09350	17	16	44	4	10	17
AT1G09370	0	0	0	0	1	0
AT1G09380	0	2	0	8	7	0
AT1G09390	27	17	54	14	26	26
AT1G09400	0	2	0	1	0	0
AT1G09410	1	1	0	6	0	3
AT1G09415	31	54	37	38	31	17
AT1G09420	0	7	4	19	3	13
AT1G09430	266	169	262	410	194	541
AT1G09440	8	1	20	13	7	10
AT1G09450	0	0	2	0	0	0
AT1G09460	8	20	11	10	18	22
AT1G09470	0	0	1	0	0	2
AT1G09480	0	3	3	1	4	4
AT1G09486	0	6	3	1	0	1
AT1G09490	46	50	80	54	12	71
AT1G09500	123	102	53	77	41	81
AT1G09510	0	2	1	0	1	0
AT1G09520	34	16	174	32	21	244
AT1G09530	29	29	65	31	24	87
AT1G09540	0	0	1	0	3	1
AT1G09560	1229	918	2158	2534	1840	8878
AT1G09570	103	61	80	94	44	99
AT1G09575	6	13	0	18	4	3
AT1G09580	17	12	14	14	6	15
AT1G09590	152	166	276	244	108	356
AT1G09600	0	5	0	0	0	0
AT1G09610	2	2	1	0	1	1
AT1G09620	61	94	177	101	55	226
AT1G09630	25	15	147	56	19	220
AT1G09640	279	282	1070	477	227	1630
AT1G09645	24	16	83	36	25	83
AT1G09650	5	0	1	2	0	0
AT1G09660	37	45	96	33	6	61
AT1G09665	0	5	0	0	0	0
AT1G09680	0	12	4	3	0	3
AT1G09690	267	228	199	295	149	287
AT1G09700	21	111	132	50	46	185
AT1G09710	3	11	20	4	7	17
AT1G09720	1	0	0	0	11	0
AT1G09730	34	39	39	70	33	88
AT1G09740	30	35	25	20	18	61
AT1G09750	202	259	586	61	39	99
AT1G09760	36	29	35	42	6	49
AT1G09770	238	339	377	356	122	459
AT1G09780	156	80	189	218	107	321
AT1G09790	0	0	0	2	5	0
AT1G09795	258	233	251	194	99	208
AT1G09800	0	2	9	0	0	2
AT1G09810	5	7	19	38	10	35
AT1G09815	58	54	60	109	42	107
AT1G09820	1	5	7	6	0	4
AT1G09830	95	66	178	97	119	167
AT1G09840	55	92	190	84	49	130
AT1G09850	62	54	238	64	50	196
AT1G09860	0	0	1	5	0	1
AT1G09870	27	35	73	36	25	76
AT1G09880	0	3	2	0	2	1
AT1G09890	4	0	2	0	2	3
AT1G09900	11	22	36	11	4	24
AT1G09910	25	30	27	21	13	49
AT1G09920	65	40	72	99	22	116
AT1G09930	0	0	1	0	2	1
AT1G09932	72	25	69	179	138	212
AT1G09935	0	0	0	1	0	0
AT1G09940	129	91	62	133	107	200
AT1G09950	15	11	18	5	11	24
AT1G09960	11	16	12	6	2	24
AT1G09970	1336	1023	1381	3465	1072	5333
AT1G09980	17	29	48	52	32	61
AT1G09995	5	8	5	12	4	6
AT1G10000	1	0	1	1	0	2
AT1G10010	0	20	0	0	1	1
AT1G10020	39	17	102	21	18	49
AT1G10030	2	7	31	9	0	29
AT1G10040	21	1	7	7	5	17
AT1G10050	66	27	61	79	68	96
AT1G10060	17	30	28	27	11	14
AT1G10070	23	10	10	46	8	17
AT1G10090	62	73	121	106	47	107
AT1G10095	1506	1180	139	1831	2919	128
AT1G10110	0	1	1	1	0	1
AT1G10120	12	39	42	19	19	24
AT1G10130	39	24	93	38	24	84
AT1G10140	113	39	194	344	214	1420
AT1G10150	62	40	28	53	57	43
AT1G10155	0	2	0	4	2	2
AT1G10160	0	4	11	0	10	14
AT1G10170	43	63	106	48	81	144
AT1G10180	19	48	29	37	6	27
AT1G10190	0	1	0	0	1	0
AT1G10200	138	115	159	128	89	131
AT1G10210	10	30	16	18	8	12
AT1G10220	0	3	0	0	12	5
AT1G10230	11	12	27	24	6	36
AT1G10240	4	2	18	18	6	8
AT1G10270	22	17	93	42	33	124
AT1G10280	11	9	16	19	2	14
AT1G10290	55	61	134	232	90	360
AT1G10300	1	0	0	3	0	1
AT1G10310	69	36	41	35	38	47
AT1G10320	92	67	118	95	40	175
AT1G10330	0	11	7	1	0	3
AT1G10340	50	23	55	133	52	143
AT1G10350	24	26	40	27	7	55
AT1G10360	35	36	51	13	5	23
AT1G10370	401	406	444	330	332	392
AT1G10380	25	32	40	25	26	25
AT1G10385	0	2	0	0	0	0
AT1G10390	160	191	289	172	119	425
AT1G10400	4	3	0	4	3	1
AT1G10410	71	136	135	122	119	237
AT1G10417	1	0	2	15	10	5
AT1G10430	29	7	31	26	25	35
AT1G10450	31	44	48	41	34	70
AT1G10460	0	1	2	0	0	0
AT1G10470	97	78	263	73	45	256
AT1G10480	0	47	1	4	26	2
AT1G10490	25	39	68	32	10	67
AT1G10500	152	106	269	114	108	215
AT1G10510	30	53	61	28	4	46
AT1G10520	0	2	0	3	1	4
AT1G10522	8	30	91	31	3	42
AT1G10530	0	57	2	17	28	3
AT1G10540	0	0	1	0	1	0
AT1G10550	3	8	1	0	5	0
AT1G10560	3	4	1	13	8	3
AT1G10570	28	25	32	6	7	38
AT1G10580	107	133	122	291	128	283
AT1G10585	286	271	470	1533	449	1146
AT1G10586	11	2	4	17	10	7
AT1G10588	0	0	0	3	1	1
AT1G10590	132	75	171	148	80	270
AT1G10600	66	17	57	18	12	47
AT1G10610	7	25	17	21	13	14
AT1G10620	1	14	1	4	0	2
AT1G10630	79	54	86	79	50	126
AT1G10640	0	1	2	0	0	0
AT1G10650	24	38	22	30	20	35
AT1G10657	21	11	12	10	3	15
AT1G10660	23	28	38	20	30	49
AT1G10670	109	108	172	134	59	171
AT1G10680	0	0	1	0	2	0
AT1G10682	11	26	18	28	18	20
AT1G10690	12	4	28	23	20	24
AT1G10700	90	44	102	149	107	232
AT1G10710	0	3	3	0	1	3
AT1G10717	0	1	0	0	0	0
AT1G10720	53	36	63	89	12	74
AT1G10730	7	13	12	18	0	18
AT1G10740	39	95	67	58	56	51
AT1G10747	0	0	0	1	0	0
AT1G10750	0	0	1	2	0	1
AT1G10760	906	882	2263	770	351	1320
AT1G10770	5	3	3	2	4	4
AT1G10780	0	0	2	4	0	1
AT1G10790	0	0	4	0	3	1
AT1G10810	0	0	0	1	0	3
AT1G10820	55	47	325	71	43	216
AT1G10830	144	177	171	106	139	164
AT1G10840	114	122	389	161	133	492
AT1G10850	2	3	6	1	4	5
AT1G10865	49	40	19	65	27	39
AT1G10870	16	4	25	35	24	42
AT1G10880	0	8	1	1	1	0
AT1G10890	263	346	166	350	129	251
AT1G10900	92	89	80	180	79	163
AT1G10910	37	79	132	42	47	75
AT1G10920	17	18	19	24	5	15
AT1G10930	7	20	24	29	15	27
AT1G10940	200	248	202	169	192	205
AT1G10950	139	108	478	192	122	619
AT1G10960	768	702	972	382	442	775
AT1G10970	4	7	20	14	1	9
AT1G10990	3	2	6	13	3	6
AT1G11000	9	21	1	19	13	0
AT1G11020	17	16	19	15	19	18
AT1G11040	0	0	0	0	3	0
AT1G11050	19	21	29	43	28	54
AT1G11060	8	7	14	15	20	28
AT1G11070	4	9	2	0	0	1
AT1G11080	0	26	0	0	18	0
AT1G11090	17	11	24	12	11	25
AT1G11100	2	0	5	2	1	10
AT1G11112	0	5	0	0	2	0
AT1G11120	0	1	1	5	7	3
AT1G11130	27	18	58	11	29	15
AT1G11150	5	32	43	4	35	26
AT1G11160	0	1	0	0	4	2
AT1G11170	17	22	16	18	15	32
AT1G11175	13	15	6	9	5	8
AT1G11180	31	42	45	18	58	28
AT1G11185	0	3	0	3	0	5
AT1G11190	3	27	4	3	33	3
AT1G11200	20	23	35	24	31	61
AT1G11210	97	70	63	40	23	56
AT1G11220	0	4	1	3	14	1
AT1G11230	1	14	0	6	5	0
AT1G11240	81	70	104	66	48	136
AT1G11260	654	303	416	1045	459	1935
AT1G11270	0	0	3	5	0	1
AT1G11280	8	7	17	9	16	20
AT1G11290	3	0	11	7	6	3
AT1G11300	1	8	9	13	0	2
AT1G11310	309	162	889	577	343	1533
AT1G11320	0	23	8	8	9	10
AT1G11330	77	23	43	39	26	54
AT1G11340	3	5	4	4	0	2
AT1G11350	22	30	40	19	9	24
AT1G11360	94	117	39	119	38	85
AT1G11362	3	0	0	5	1	1
AT1G11380	36	10	19	13	9	23
AT1G11390	24	15	91	32	11	125
AT1G11400	32	26	43	23	16	71
AT1G11410	26	26	17	11	5	19
AT1G11420	0	8	2	0	5	1
AT1G11430	225	229	623	241	106	414
AT1G11440	73	67	37	66	29	39
AT1G11450	0	7	1	3	2	2
AT1G11460	0	9	1	0	11	0
AT1G11470	0	0	0	0	2	0
AT1G11475	21	25	49	49	30	52
AT1G11480	68	57	167	138	75	202
AT1G11482	0	11	0	0	3	0
AT1G11490	0	0	0	0	5	0
AT1G11510	0	9	0	6	11	1
AT1G11520	0	5	0	0	0	1
AT1G11530	143	85	74	91	53	46
AT1G11540	0	3	0	5	1	10
AT1G11545	15	15	15	4	0	10
AT1G11560	0	1	0	0	1	0
AT1G11570	2	3	2	1	4	1
AT1G11572	0	0	0	0	4	0
AT1G11580	70	51	253	137	84	429
AT1G11590	0	0	0	2	4	0
AT1G11592	24	18	38	15	16	22
AT1G11608	0	0	0	0	1	0
AT1G11610	0	3	0	1	0	0
AT1G11630	19	36	13	27	12	27
AT1G11650	403	401	1806	543	269	2167
AT1G11655	0	10	0	0	8	0
AT1G11660	35	39	56	49	48	73
AT1G11670	1	52	9	42	37	33
AT1G11680	154	113	203	121	113	285
AT1G11684	0	0	0	0	1	0
AT1G11690	3	3	1	6	2	0
AT1G11700	17	20	6	17	14	3
AT1G11710	0	0	1	0	3	3
AT1G11720	59	71	76	34	21	35
AT1G11730	0	0	1	0	0	1
AT1G11735	0	5	0	0	0	0
AT1G11740	3	0	1	1	1	0
AT1G11750	212	177	648	160	120	436
AT1G11755	6	6	18	9	19	15
AT1G11760	14	13	36	12	4	50
AT1G11765	0	0	1	0	0	0
AT1G11770	0	3	0	1	3	0
AT1G11780	2	12	20	24	3	13
AT1G11785	2	2	3	0	9	1
AT1G11790	34	37	101	76	37	83
AT1G11800	19	36	22	26	26	32
AT1G11820	20	46	79	38	20	67
AT1G11840	216	235	641	200	89	389
AT1G11850	21	9	10	11	3	6
AT1G11860	902	765	1395	489	223	815
AT1G11870	24	39	111	31	21	104
AT1G11880	12	17	27	11	5	34
AT1G11890	88	61	135	87	84	153
AT1G11900	4	10	2	4	2	3
AT1G11905	26	22	16	9	13	24
AT1G11910	795	655	705	694	351	760
AT1G11915	0	6	5	4	0	5
AT1G11925	0	14	1	14	4	11
AT1G11930	76	82	102	112	34	124
AT1G11940	11	20	8	8	7	10
AT1G11950	0	8	8	5	10	9
AT1G11960	50	39	94	79	57	153
AT1G11990	0	0	0	0	0	1
AT1G12000	92	118	136	340	156	271
AT1G12010	11	1	0	3	3	2
AT1G12013	0	2	0	1	0	1
AT1G12020	15	26	63	31	14	28
AT1G12030	0	1	0	0	2	1
AT1G12040	0	36	2	24	18	6
AT1G12050	106	91	174	73	23	158
AT1G12060	14	15	26	8	5	17
AT1G12070	0	4	0	0	0	0
AT1G12080	10	38	10	9	6	13
AT1G12090	2391	1355	6113	806	548	1157
AT1G12100	0	0	1	0	0	0
AT1G12110	123	96	126	194	116	271
AT1G12120	66	64	124	75	60	92
AT1G12130	0	0	0	0	2	0
AT1G12140	81	85	138	106	50	309
AT1G12150	0	0	2	0	0	1
AT1G12160	0	0	3	0	0	2
AT1G12170	0	1	0	0	0	0
AT1G12200	9	40	31	13	37	55
AT1G12210	1	2	6	12	7	6
AT1G12220	21	22	19	30	23	34
AT1G12230	79	76	210	106	47	109
AT1G12240	164	133	401	180	60	420
AT1G12244	14	7	11	10	0	7
AT1G12250	103	94	114	93	34	73
AT1G12260	1	0	2	0	1	3
AT1G12270	63	62	138	99	30	169
AT1G12280	6	3	15	7	1	7
AT1G12290	4	5	8	22	4	14
AT1G12300	0	2	0	0	3	3
AT1G12310	21	37	57	50	14	125
AT1G12320	34	33	16	38	23	20
AT1G12330	20	65	63	39	9	34
AT1G12340	0	0	0	0	1	0
AT1G12350	26	48	27	55	43	43
AT1G12360	87	76	121	137	94	227
AT1G12370	3	10	4	1	1	13
AT1G12380	1	16	15	16	0	9
AT1G12390	17	22	25	8	8	42
AT1G12400	15	29	21	21	23	21
AT1G12410	280	211	383	258	97	380
AT1G12420	32	42	15	38	26	22
AT1G12430	28	135	28	37	71	29
AT1G12440	79	120	253	99	71	253
AT1G12450	12	21	16	7	20	12
AT1G12460	2	4	20	8	9	19
AT1G12470	72	60	103	64	57	113
AT1G12480	2	10	45	9	8	34
AT1G12490	0	0	0	0	3	0
AT1G12500	83	125	124	101	118	227
AT1G12520	100	81	202	113	61	191
AT1G12530	93	88	28	88	15	50
AT1G12550	22	8	29	2	7	20
AT1G12570	0	63	1	3	23	0
AT1G12580	36	22	47	60	24	82
AT1G12600	1	4	1	3	7	3
AT1G12610	18	1	0	3	4	1
AT1G12620	4	28	8	2	27	12
AT1G12630	0	0	0	0	7	0
AT1G12640	26	17	71	65	57	122
AT1G12650	21	9	19	29	17	24
AT1G12665	0	2	1	0	20	0
AT1G12667	0	0	0	1	1	0
AT1G12670	0	0	0	0	1	1
AT1G12672	0	0	0	0	4	0
AT1G12680	71	41	38	60	39	56
AT1G12700	4	2	4	0	0	4
AT1G12710	32	15	33	23	10	25
AT1G12730	26	14	53	14	4	23
AT1G12750	40	16	61	38	3	52
AT1G12760	140	84	112	132	89	207
AT1G12770	29	26	81	19	15	67
AT1G12775	3	0	2	6	0	2
AT1G12780	203	155	102	102	85	106
AT1G12790	19	18	14	12	3	20
AT1G12800	137	185	260	120	76	256
AT1G12810	60	71	103	94	62	134
AT1G12820	30	49	107	68	39	85
AT1G12830	67	66	50	91	13	74
AT1G12840	172	132	151	212	76	214
AT1G12845	24	21	72	8	4	16
AT1G12850	56	49	95	62	36	91
AT1G12860	28	23	65	13	11	22
AT1G12880	18	34	15	46	7	15
AT1G12890	1	0	1	0	0	0
AT1G12900	1712	1247	5638	999	474	2905
AT1G12910	42	60	185	44	32	235
AT1G12920	204	180	264	373	139	361
AT1G12930	23	31	46	25	22	40
AT1G12938	0	3	0	0	0	0
AT1G12940	0	4	5	59	8	126
AT1G12950	0	1	1	0	0	0
AT1G12970	46	58	38	65	29	58
AT1G12990	24	46	57	59	36	54
AT1G13000	52	37	62	73	41	85
AT1G13020	116	64	150	157	57	293
AT1G13030	1	6	24	16	11	19
AT1G13040	6	7	2	4	4	3
AT1G13050	5	10	23	4	8	17
AT1G13060	238	118	176	201	127	269
AT1G13080	32	19	29	50	24	49
AT1G13090	116	72	131	97	61	94
AT1G13100	8	10	22	29	10	24
AT1G13110	102	102	150	451	199	449
AT1G13120	36	32	29	43	19	59
AT1G13130	0	1	0	0	3	0
AT1G13140	0	0	3	0	1	0
AT1G13145	3	2	3	5	4	2
AT1G13150	0	0	1	0	0	3
AT1G13160	22	36	57	36	19	77
AT1G13170	25	23	29	13	15	33
AT1G13180	19	25	13	17	12	20
AT1G13190	290	269	189	370	84	322
AT1G13195	28	56	54	38	41	49
AT1G13200	0	4	0	0	1	0
AT1G13210	146	117	434	323	163	677
AT1G13220	2	7	8	1	5	7
AT1G13245	84	55	27	41	28	32
AT1G13250	23	11	57	13	4	30
AT1G13260	223	145	106	290	235	342
AT1G13270	68	88	89	28	22	52
AT1G13280	64	32	103	26	14	49
AT1G13290	0	13	0	5	0	1
AT1G13300	3	5	1	0	2	0
AT1G13310	1	0	2	5	18	0
AT1G13320	156	115	218	238	87	249
AT1G13330	3	0	3	4	0	1
AT1G13340	47	15	39	103	68	121
AT1G13350	123	157	156	169	65	237
AT1G13360	165	146	88	205	63	161
AT1G13370	0	4	1	0	5	1
AT1G13380	38	24	67	11	5	62
AT1G13390	54	33	178	125	92	254
AT1G13400	0	2	0	0	0	0
AT1G13410	0	11	5	3	0	3
AT1G13420	0	0	1	0	2	0
AT1G13430	0	0	2	1	0	0
AT1G13440	878	769	1567	816	501	1174
AT1G13448	2	2	4	1	0	1
AT1G13450	40	64	155	70	33	161
AT1G13460	41	10	20	48	19	25
AT1G13470	357	189	610	725	198	926
AT1G13480	9	31	4	38	106	29
AT1G13490	0	3	0	0	0	0
AT1G13500	0	4	0	0	3	0
AT1G13510	0	0	0	0	4	0
AT1G13520	4	7	1	18	16	12
AT1G13530	2	0	0	0	3	1
AT1G13540	0	0	0	17	2	13
AT1G13550	6	1	2	11	13	20
AT1G13560	93	73	213	82	68	216
AT1G13570	20	18	22	33	2	19
AT1G13580	0	18	3	6	27	9
AT1G13590	0	5	0	0	2	1
AT1G13600	0	0	1	5	2	1
AT1G13605	0	0	0	0	4	0
AT1G13609	0	0	1	0	0	0
AT1G13610	0	3	0	1	4	0
AT1G13630	0	1	1	4	3	2
AT1G13635	0	0	0	2	0	0
AT1G13640	33	25	96	31	32	83
AT1G13650	14	18	11	1	2	3
AT1G13660	0	1	0	0	0	0
AT1G13670	0	0	0	5	0	0
AT1G13690	36	31	22	33	26	28
AT1G13700	143	29	20	82	114	77
AT1G13710	0	54	0	6	3	2
AT1G13730	43	34	34	23	10	22
AT1G13740	18	27	15	4	24	13
AT1G13750	50	20	107	49	23	135
AT1G13770	13	1	21	22	15	29
AT1G13780	3	10	8	4	5	10
AT1G13790	0	13	6	4	10	5
AT1G13800	0	5	0	3	7	1
AT1G13810	6	3	14	7	15	7
AT1G13820	61	29	61	35	25	45
AT1G13830	1	2	2	4	2	7
AT1G13860	16	28	50	13	23	43
AT1G13870	28	30	47	28	14	35
AT1G13880	18	25	41	36	33	32
AT1G13900	39	41	51	52	29	75
AT1G13910	8	11	12	10	7	13
AT1G13920	22	18	72	9	14	28
AT1G13930	4462	5131	6273	2349	1153	4591
AT1G13940	2	31	27	15	18	27
AT1G13950	16	5	18	24	14	27
AT1G13960	68	49	52	68	47	80
AT1G13970	0	1	2	4	2	1
AT1G13980	25	25	61	26	24	58
AT1G13990	294	246	303	432	167	471
AT1G14000	112	78	173	235	114	241
AT1G14010	119	60	632	252	178	1178
AT1G14020	3	42	15	19	17	28
AT1G14030	58	29	92	14	14	34
AT1G14040	4	8	10	12	7	10
AT1G14048	0	2	0	0	0	0
AT1G14060	28	19	97	64	31	144
AT1G14070	11	4	12	16	11	21
AT1G14071	0	0	0	0	0	1
AT1G14090	0	0	0	10	6	2
AT1G14100	0	0	1	0	0	1
AT1G14120	9	8	3	2	13	0
AT1G14130	11	16	16	47	37	46
AT1G14140	11	20	40	13	18	30
AT1G14150	371	600	561	188	80	231
AT1G14170	18	17	51	73	41	100
AT1G14180	3	1	10	2	2	4
AT1G14185	0	0	0	0	0	1
AT1G14200	53	68	71	130	45	93
AT1G14205	19	4	30	6	6	14
AT1G14210	14	13	38	19	8	49
AT1G14220	0	6	0	0	0	0
AT1G14230	25	11	40	28	22	53
AT1G14240	0	0	5	0	0	3
AT1G14250	123	109	468	79	38	428
AT1G14260	0	4	1	15	2	1
AT1G14270	39	35	117	32	15	61
AT1G14280	13	26	26	11	10	4
AT1G14290	32	37	60	20	19	23
AT1G14300	11	4	12	16	5	22
AT1G14310	16	28	52	21	23	44
AT1G14315	0	3	0	0	0	0
AT1G14320	294	327	577	561	219	867
AT1G14330	57	34	23	45	42	64
AT1G14340	43	26	53	29	14	49
AT1G14345	608	754	978	235	235	479
AT1G14350	14	23	11	17	18	5
AT1G14360	52	43	124	131	89	154
AT1G14370	77	42	74	103	54	170
AT1G14380	42	45	45	39	8	43
AT1G14390	0	0	1	0	5	0
AT1G14400	240	179	387	277	179	520
AT1G14410	15	27	52	11	22	36
AT1G14420	0	10	0	3	0	1
AT1G14430	0	0	1	3	0	1
AT1G14440	1	10	19	17	11	15
AT1G14450	325	272	477	563	243	595
AT1G14455	0	11	0	0	0	4
AT1G14460	24	47	13	29	25	13
AT1G14470	3	12	3	0	0	2
AT1G14480	0	3	12	14	10	12
AT1G14490	0	3	1	1	0	0
AT1G14510	28	45	74	65	46	79
AT1G14520	7	13	14	2	2	3
AT1G14530	8	16	17	28	7	9
AT1G14540	3	21	3	19	146	59
AT1G14550	0	0	0	0	0	3
AT1G14560	12	10	25	12	16	28
AT1G14570	61	66	110	70	30	138
AT1G14580	15	47	140	12	30	62
AT1G14590	4	11	46	15	18	38
AT1G14600	4	36	7	9	27	7
AT1G14610	48	104	157	92	88	195
AT1G14620	2	4	30	12	8	32
AT1G14630	0	1	1	3	11	1
AT1G14640	0	10	19	5	7	50
AT1G14650	87	90	207	89	45	219
AT1G14660	10	3	16	12	1	12
AT1G14670	158	136	480	248	171	649
AT1G14680	0	2	1	7	0	5
AT1G14685	62	59	162	93	61	141
AT1G14686	0	1	0	0	0	0
AT1G14687	10	6	26	5	7	13
AT1G14690	88	80	63	66	32	60
AT1G14700	17	29	42	8	8	11
AT1G14710	184	256	447	181	139	541
AT1G14720	108	115	139	97	65	116
AT1G14730	1	6	9	4	12	9
AT1G14740	252	267	131	377	140	296
AT1G14750	6	5	0	0	4	0
AT1G14755	0	0	0	0	10	0
AT1G14760	0	1	1	2	8	2
AT1G14770	7	4	7	2	7	6
AT1G14780	36	24	62	39	49	115
AT1G14790	30	34	37	7	12	15
AT1G14810	56	96	159	87	46	155
AT1G14820	24	20	60	55	45	63
AT1G14830	86	58	134	170	67	215
AT1G14840	35	35	52	9	29	34
AT1G14850	14	11	35	14	19	45
AT1G14860	8	5	7	8	7	8
AT1G14870	33	32	40	156	132	369
AT1G14880	397	173	898	774	97	851
AT1G14890	128	112	265	133	150	537
AT1G14900	19	4	29	12	10	43
AT1G14910	50	46	140	71	48	175
AT1G14920	34	52	102	67	62	53
AT1G14930	0	0	0	3	4	0
AT1G14950	0	0	0	0	6	1
AT1G14960	2	2	0	0	2	1
AT1G14970	6	0	6	0	0	8
AT1G14980	87	99	206	138	101	297
AT1G14990	29	42	143	60	68	135
AT1G15000	14	26	38	20	5	22
AT1G15010	504	349	142	303	372	235
AT1G15015	0	6	0	2	2	0
AT1G15020	40	26	35	25	5	47
AT1G15030	61	54	143	81	43	206
AT1G15040	0	0	1	0	0	4
AT1G15060	38	23	70	32	14	74
AT1G15080	2	4	7	0	2	3
AT1G15100	38	72	367	71	37	246
AT1G15110	13	34	43	37	21	62
AT1G15120	100	76	164	151	115	173
AT1G15125	108	90	260	547	131	865
AT1G15130	149	201	463	350	160	872
AT1G15140	299	363	868	355	343	766
AT1G15150	0	0	4	0	1	1
AT1G15160	5	1	1	2	0	3
AT1G15165	0	5	5	1	0	2
AT1G15170	9	8	31	19	7	21
AT1G15175	2	11	6	2	0	6
AT1G15180	46	49	53	20	7	35
AT1G15190	6	12	8	3	26	33
AT1G15200	291	369	254	241	151	348
AT1G15210	0	0	0	0	10	0
AT1G15215	20	10	27	10	11	17
AT1G15220	1	8	6	11	1	4
AT1G15230	74	94	47	25	21	50
AT1G15240	25	17	150	42	26	221
AT1G15250	13	14	18	15	8	10
AT1G15260	62	79	194	19	15	42
AT1G15270	409	464	410	498	343	437
AT1G15280	174	153	240	133	83	291
AT1G15290	110	165	138	79	49	118
AT1G15300	2	5	9	14	5	18
AT1G15310	0	9	7	17	7	9
AT1G15330	0	2	0	0	0	1
AT1G15340	1133	1122	704	778	275	779
AT1G15350	34	28	38	52	53	77
AT1G15360	0	4	0	0	1	0
AT1G15370	101	112	123	215	63	181
AT1G15380	2	6	1	7	6	1
AT1G15385	0	3	0	11	11	1
AT1G15390	12	14	22	4	5	17
AT1G15400	23	25	52	41	21	57
AT1G15405	6	9	4	13	0	4
AT1G15410	10	16	7	5	2	10
AT1G15415	14	22	23	28	21	43
AT1G15420	38	47	97	43	25	114
AT1G15430	22	10	47	42	30	99
AT1G15440	26	14	79	36	22	121
AT1G15460	0	23	0	1	21	2
AT1G15470	14	15	25	20	14	26
AT1G15480	3	13	37	8	6	53
AT1G15490	13	14	18	8	7	9
AT1G15500	162	126	250	91	71	182
AT1G15510	5	16	33	2	7	22
AT1G15520	6	6	34	118	48	202
AT1G15530	93	77	132	163	68	329
AT1G15550	13	26	14	3	11	3
AT1G15570	0	1	5	7	1	15
AT1G15580	0	0	1	0	0	0
