idRefSeq	N8	T8	N33	T33	N51	T51
NM_001098270	81	86	57	7	168	31
NM_002409	83	86	58	7	168	31
NM_002218	194	60	396	72	2500	475
NM_001130085	464	60	194	142	2325	392
NM_001202	113	14	67	7	141	69
NM_032104	257	33	218	54	661	128
NM_032105	2141	282	1645	446	5741	1374
NM_001078	225	29	210	46	221	73
NM_001130086	458	60	188	142	2309	388
NM_015065	939	124	1198	370	893	904
NM_000410	52	2	121	39	192	124
NM_139006	52	2	121	39	179	119
NM_153333	103	5	216	70	266	314
NM_001001668	78	3	54	17	140	73
NM_024817	2514	78	1835	1155	1888	361
NM_020717	295	64	462	121	1562	297
NM_004240	1039	386	1796	585	1832	349
NM_022003	103	13	56	54	370	61
NM_001130087	452	60	188	142	2269	384
NM_032432	452	60	191	142	2282	386
NM_130850	103	13	59	7	135	59
NM_130851	103	13	60	8	134	59
NM_001079691	89	8	123	40	179	105
NM_198234	235	31	184	356	1474	264
NM_198235	235	31	184	356	1477	264
NM_005907	434	58	566	165	1737	908
NM_018326	166	6	128	42	375	73
NM_139004	51	2	113	37	163	116
NM_139003	51	2	113	37	150	111
NM_000149	249	57	164	54	239	42
NM_014722	67	42	110	36	1033	170
NM_001006684	102	5	213	70	265	312
NM_005654	190	15	123	81	223	42
NM_152403	98	51	83	18	498	95
NM_012134	197	26	141	20	353	74
NM_002933	232	31	183	356	1468	264
NM_002373	698	172	807	215	5902	1141
NR_003234	317	49	5662	908	3825	740
NM_021116	100	13	78	27	397	53
NM_080682	207	28	187	45	197	68
NR_003080	443	137	4138	735	1701	330
NM_015645	71	41	52	16	699	136
NM_016580	55	16	82	26	827	161
NM_006329	121	32	134	29	631	122
NM_014890	336	46	381	117	890	449
NM_021229	258	27	256	86	594	169
NM_015293	1176	145	1007	340	4424	1001
NM_002253	441	171	323	108	2572	477
NM_004787	120	16	320	382	357	58
NM_148957	370	51	967	264	410	432
NR_024169	191	10	173	133	1359	266
NR_024168	198	10	183	138	1422	278
NM_153366	963	25	344	193	2253	443
NM_003215	117	25	141	45	172	33
NM_198232	226	31	180	352	1458	265
NM_015595	183	25	305	455	141	10
NM_006108	139	68	164	55	2352	428
NM_004023	374	25	448	152	1782	453
NM_004020	374	25	450	152	1777	454
NM_052818	90	8	120	40	179	108
NR_003233	689	252	2406	818	5006	679
NM_001012418	76	10	76	13	94	28
NM_138554	198	10	183	138	1393	274
NM_020893	68	5	84	43	247	48
NM_130391	75	10	97	1447	454	65
NM_130392	75	10	97	1447	454	65
NM_002839	75	10	97	1447	454	65
NM_003062	248	35	332	139	1313	172
NM_182906	76	13	154	52	289	32
NM_001855	955	292	852	290	10352	1179
NM_198455	64	7	75	25	158	47
NM_021005	330	47	322	208	1406	277
NM_182826	109	15	85	58	282	25
NM_014942	130	18	290	92	255	80
NM_001104631	667	97	357	157	1900	290
NM_001036	176	25	685	63	365	1262
NM_001079907	88	12	118	100	249	32
NR_003945	134	14	122	74	611	122
NM_053016	96	5	70	352	349	69
NM_178844	118	16	125	85	527	105
NM_004944	196	64	303	104	83	14
NM_005795	246	18	454	156	1793	398
NR_003530	895	131	588	207	3211	240
NM_018555	94	13	197	141	331	37
NM_004013	381	25	473	164	1842	474
NR_003218	151	682	8450	1135	4274	864
NM_001089	153	19	106	361	479	96
NM_023926	222	15	228	136	510	102
NM_018384	241	35	126	44	600	94
NM_004205	249	36	256	28	711	151
NM_207446	64	9	84	17	329	66
NM_005797	2646	344	2349	820	3313	2807
NR_003531	894	133	631	240	3429	288
NR_002766	861	128	565	204	3089	239
NM_001387	809	120	1375	1194	5419	1024
NM_032229	52	7	65	16	17	252
NM_006366	196	70	453	142	825	168
NM_133180	925	203	1155	399	913	186
NM_004022	381	25	469	164	1836	473
NM_004021	381	25	469	164	1837	473
NM_198460	9491	1120	14782	5212	6813	2314
NM_002398	290	43	535	163	492	143
NM_001015045	326	77	200	32	1764	364
NM_152400	110	16	110	22	285	216
NM_018728	379	7	368	351	589	121
NM_001011709	58	8	99	18	121	174
NM_002487	116	17	174	117	423	65
NM_052885	142	21	133	59	779	101
NM_018239	307	59	414	146	576	109
NM_173653	328	78	441	129	452	93
NM_025087	225	34	335	77	298	609
NM_001039396	275	42	338	125	1345	200
NM_004120	364	54	522	186	980	443
NM_003916	131	11	153	54	455	122
NM_006435	171	26	69	22	509	138
NM_197955	208	35	841	56	301	62
NM_017729	790	189	1092	378	795	166
NM_014862	49	12	52	18	242	49
NM_020771	313	40	446	160	569	425
NM_198315	200	13	355	127	549	205
NM_152372	732	30	614	374	3443	722
NM_133650	400	34	337	124	1624	342
NM_133505	1131	235	1520	432	6920	1452
NM_006203	671	105	357	158	1902	289
NM_025149	132	20	243	84	194	134
NM_001002811	1851	204	1474	533	7543	2170
NM_002837	381	60	348	97	2285	515
NM_001079906	93	14	119	104	255	32
NM_003260	205	87	190	68	371	52
NM_207491	97	0	132	47	96	59
NM_017709	339	223	155	56	1019	186
NM_023944	87	83	172	62	53	0
NM_133504	1695	345	3192	1160	11606	2374
NM_133503	2367	429	3891	1419	14344	3038
NM_152526	143	15	156	56	203	63
NM_145894	499	87	407	148	829	24
NM_145895	360	69	307	111	609	19
NM_021914	622	99	1087	131	1994	442
NM_138638	622	99	1087	131	1990	443
NM_001131010	180	28	233	72	686	278
NM_006832	302	48	172	137	1204	244
NM_001134999	302	48	172	137	1204	244
NM_133507	965	199	1229	360	5936	1269
NM_022140	228	5	303	277	359	76
NM_152673	291	52	130	47	209	36
NM_001098518	222	62	304	111	1502	255
NM_001920	2360	428	3896	1425	14417	3034
NM_152914	277	44	266	97	1021	332
NM_001097641	176	51	108	39	199	35
NM_003039	91	14	62	69	1409	92
NM_199248	215	34	304	131	1493	216
NM_016341	159	25	233	334	929	150
NM_019600	402	65	1019	256	1087	526
NM_001010924	188	30	175	105	477	74
NM_015234	222	62	302	111	1500	252
NM_181844	122	32	75	27	793	93
NM_133506	1240	240	1447	467	6939	1488
NM_001134363	123	3	198	86	223	47
NM_001097639	224	56	140	51	228	40
NM_014112	2462	245	3067	1132	4004	2789
NM_182762	564	86	817	301	357	78
NM_007069	62	18	76	12	290	62
NM_004840	212	13	151	68	1337	288
NM_145166	444	106	316	109	1600	345
NM_015141	581	95	616	283	1170	212
NR_003191	57	0	84	47	119	25
NR_003207	2060	340	4276	1847	4400	684
NM_001134649	318	52	365	133	701	228
NM_001134650	316	52	362	133	701	228
NM_207119	315	59	425	159	591	121
NM_001018056	599	13	433	758	1872	407
NM_003383	604	13	438	758	1907	414
NM_016608	112	7	142	53	456	144
NM_198159	171	28	135	72	548	100
NM_001613	135	120	290	62	1408	309
NM_175636	106	27	115	19	496	108
NM_018205	299	59	413	156	562	120
NM_006746	121	9	125	47	215	113
NM_001037540	125	9	125	47	215	116
NM_031847	325	27	365	138	300	232
NM_001039538	333	28	384	145	315	242
NM_024711	264	44	145	73	1055	169
NM_199247	234	39	322	146	1685	241
NM_032160	128	21	148	60	1319	222
NM_198391	103	9	200	76	130	981
NM_001124758	672	257	1001	381	1613	138
NM_015028	125	9	143	54	526	226
NM_203416	395	67	244	274	3457	454
NM_003947	162	27	119	65	854	173
NM_001079823	1277	267	871	270	4456	984
NM_000426	1277	267	871	270	4456	984
NM_014723	76	19	73	23	265	58
NM_014988	926	39	1052	417	4328	957
NM_001112718	900	39	1031	417	4285	947
NM_001112717	901	39	1031	417	4285	947
NM_001431	538	92	560	422	2150	424
NM_004925	10649	1837	6733	1966	5987	6461
NM_006722	166	28	132	53	522	98
NM_001109754	408	70	348	98	2385	539
NM_006714	68	11	149	29	182	82
NM_015589	177	62	111	42	605	99
NM_031845	325	27	359	138	300	231
NM_000325	224	58	523	201	364	77
NM_014568	110	5	131	50	192	69
NM_012214	285	39	268	133	1162	258
NM_207397	141	1	122	49	120	26
NM_001393	56	9	140	47	341	185
NM_198177	164	28	132	51	518	95
NM_198178	164	28	132	51	518	95
NM_002845	295	51	274	525	2164	474
NM_001105244	295	51	274	525	2164	474
NM_002135	2011	352	2540	2669	1082	235
NM_173157	1924	337	2407	2474	1021	227
NM_173359	318	55	362	138	701	228
NM_001134651	313	54	363	137	729	235
NM_005574	75	18	107	41	394	87
NM_013281	103	7	197	76	129	961
NM_001013717	55	7	61	23	149	51
NM_001097640	216	51	128	49	219	38
NM_012166	307	51	203	78	1345	704
NM_017563	156	11	102	39	279	132
NM_175634	107	28	119	20	467	104
NR_003236	381	273	7661	1421	3355	752
NM_001024847	1825	372	1099	411	7894	1771
NM_003242	1813	372	1096	409	7871	1769
NM_001011516	750	62	798	344	1859	415
NM_001011515	782	79	814	371	1956	438
NM_213674	1364	240	3161	430	8431	11280
NM_001135554	406	71	470	365	1801	355
NM_020950	50	8	69	23	305	140
NM_003829	392	25	320	124	1665	417
NM_004409	489	174	793	308	3607	747
NM_001081560	485	174	793	308	3597	747
NM_001081562	485	174	793	308	3597	747
NM_152367	179	31	86	22	122	65
NR_024180	83	14	61	70	1280	87
NM_002436	83	14	59	56	260	51
NM_001127217	72	26	72	0	225	50
NM_003246	10292	1853	4166	2570	30882	3503
NM_001734	1725	311	1317	728	8830	1857
NM_001003794	1968	353	1944	805	2969	513
NM_012397	2077	374	2208	488	3084	929
NM_003013	485	172	557	218	7187	1487
NM_000599	5149	1059	4004	1577	27864	2653
NM_001040261	64	24	69	14	202	45
NM_001031679	162	101	152	51	845	191
NM_198080	158	101	150	51	839	190
NM_032413	209	39	845	63	311	70
NM_173217	237	89	264	90	1277	290
NM_001112719	814	39	888	368	3966	902
NM_003658	609	110	730	266	472	437
NM_000673	1072	628	2116	385	404	91
NM_015720	65	11	71	16	85	34
NM_007309	300	25	477	745	1004	228
NM_172232	791	143	1841	503	1257	630
NM_001001414	1372	309	1344	345	1541	349
NM_198158	151	28	115	45	461	85
NM_000248	151	28	115	45	462	85
NM_198428	155	24	184	72	399	229
NM_001033605	155	24	184	72	399	229
NR_024115	245	44	140	70	996	161
NM_201442	1754	319	1332	744	8941	1878
NM_020459	486	88	366	81	290	314
NM_198316	691	126	494	272	2959	472
NM_006113	1283	235	2123	569	1264	1466
NM_004349	114	28	129	22	472	107
NM_001112720	814	39	880	366	3934	901
NM_021069	80	14	156	24	185	51
NM_003603	80	14	142	24	190	49
NM_052954	145	26	91	20	501	135
NM_032801	115	46	197	78	716	157
NM_025228	57	7	28	62	186	42
NM_176895	105	6	163	111	518	119
NM_005905	70	26	69	0	221	50
NM_005424	189	81	178	71	2026	283
NM_015689	57	45	59	23	333	71
NM_001024660	440	76	333	133	1478	348
NR_001575	129	21	146	58	371	114
NM_001008710	149	27	89	73	512	111
NM_021205	154	28	77	27	396	219
NM_201536	1296	241	1255	172	2039	546
NM_201538	1295	241	1253	172	2046	547
NM_002334	643	119	932	293	642	369
NM_001079874	1295	241	2100	544	1067	1468
NM_004055	315	58	199	72	449	112
NM_080869	63	101	200	80	113	8
NM_053064	78	26	103	41	561	124
NM_004181	23	54	123	38	253	58
NM_006617	1093	437	1994	310	14017	3254
NM_175635	103	27	112	19	463	107
NM_001040260	64	24	69	14	202	46
NM_016353	147	13	132	318	546	126
NM_173087	484	27	465	205	1641	380
NM_016234	63	11	113	44	263	73
NM_004244	406	76	249	280	3526	458
NM_201537	1305	247	1255	173	2052	560
NM_001099	335	203	462	189	417	58
NM_001134194	282	193	459	187	346	62
NM_002374	393	41	459	188	359	294
NM_032854	342	2	304	210	2091	489
NM_173089	160	2	163	84	686	160
NM_173090	160	2	163	84	686	160
NM_203380	62	11	110	38	249	70
NM_170754	700	133	506	273	3006	483
NM_005233	104	19	140	45	544	158
NM_201539	1304	247	1253	173	2059	561
NM_006226	67	12	88	26	301	116
NM_001130699	104	19	154	37	139	43
NM_003644	806	153	650	250	2394	574
NM_032385	69	16	98	40	268	43
NM_001135000	207	33	96	104	732	171
NM_021021	152	32	245	79	1257	295
NM_020130	66	35	149	51	370	86
NM_023068	349	66	313	363	1371	170
NM_015873	72	13	114	93	263	25
NM_007283	1975	379	1968	842	3006	524
NM_001032295	1973	381	1264	628	8247	1315
NM_000062	1975	381	1264	628	8249	1317
NM_144973	155	37	208	29	939	222
NM_173216	290	120	337	105	1523	359
NM_024709	69	24	99	39	265	62
NM_006398	101	6	285	119	79	160
NM_015319	696	135	496	274	2965	475
NM_016250	1317	256	1285	173	2083	571
NM_201541	1316	256	1283	173	2090	572
NM_001018090	281	54	712	89	508	133
NM_015529	266	23	538	225	248	77
NR_024430	263	2	214	89	610	169
NM_003711	111	6	161	116	532	126
NM_005670	77	10	118	55	351	83
NM_057159	189	17	125	52	1014	247
NM_012304	107	56	122	51	650	98
NM_004014	265	10	390	164	1291	415
NM_018379	550	95	394	166	819	224
NM_000204	55	10	139	39	470	197
NM_001562	157	30	705	268	120	275
NM_001018091	280	54	712	89	506	133
NM_024642	152	29	108	111	145	12
NM_203379	60	11	110	38	246	70
NM_006829	177	34	667	99	225	103
NM_001013415	379	74	583	240	624	526
NM_015345	199	78	175	67	1209	290
NM_024344	504	27	503	217	1754	420
NM_000070	504	27	503	217	1754	420
NM_201432	841	184	684	266	2592	623
NM_002017	213	44	164	69	865	154
NM_030625	67	9	181	76	256	162
NM_015920	80	14	117	49	233	107
NM_201535	1326	262	1285	174	2096	585
NM_201540	1325	262	1283	174	2103	586
NM_020747	250	49	519	97	596	355
NM_001130088	331	65	128	143	1550	328
NM_001018005	1003	248	1562	376	6582	1588
NM_015461	230	27	162	106	1559	376
NM_024722	59	65	52	20	156	37
NM_177414	698	104	613	371	2451	594
NR_024145	43	91	73	30	284	68
NM_001130831	835	182	682	261	2509	607
NM_022143	68	4	71	795	181	43
NM_001029864	106	29	125	53	746	142
NM_014800	194	55	207	88	1166	224
NM_000110	476	26	783	334	1537	760
NM_001033604	144	24	161	68	378	223
NM_014451	144	24	161	68	378	223
NM_145176	69	13	92	37	64	131
NM_001100167	219	45	199	85	798	172
NM_001401	180	17	115	49	954	235
NM_152852	109	6	138	59	731	201
NM_003713	703	105	616	373	2464	598
NM_201433	853	211	727	280	2578	628
NM_178234	111	9	201	469	265	64
NM_006765	114	9	201	470	265	64
NM_001001547	181	36	268	91	709	589
NM_014883	373	75	255	36	1733	434
NM_006818	101	15	202	87	940	752
NM_001037536	120	9	110	47	209	113
NM_001037535	120	9	110	47	209	113
NM_018388	204	28	191	82	232	122
NM_001040217	386	58	263	113	455	148
NM_000793	2748	512	2252	975	6571	1965
NM_013989	2786	516	2269	979	6690	2001
NM_007064	288	58	213	62	660	182
NM_001491	53	10	64	120	61	12
NM_001105078	153	29	109	47	593	205
NM_152851	96	6	130	56	672	181
NM_001928	266	76	162	70	1496	120
NM_016134	113	5	169	73	487	288
NM_003159	92	8	160	69	190	226
NM_020843	323	33	622	270	737	885
NM_001007023	2674	479	2188	952	6443	1922
NM_134261	192	32	231	100	336	129
NM_012307	296	60	407	1067	1848	180
NM_015596	1203	247	504	251	1459	98
NM_004506	111	22	168	70	326	191
NM_001135564	111	22	168	70	319	191
NM_016206	557	127	280	94	1751	431
NM_003032	275	120	329	99	1429	352
NM_173198	269	49	368	273	496	122
NM_001343	832	113	626	275	3445	900
NM_024615	85	3	117	51	247	118
NM_001037343	92	8	158	69	184	226
NM_018315	379	74	615	269	631	522
NM_173826	207	23	240	105	441	191
NM_001098579	221	45	203	96	810	174
NM_002971	285	47	314	138	1094	393
NM_001125	88	18	118	46	437	109
NM_000246	300	52	567	522	2439	609
NM_001127671	658	26	231	117	1400	349
NM_020760	155	110	421	160	879	219
NR_024144	38	97	52	20	231	57
NM_001081563	517	204	765	341	3540	741
NM_004947	125	27	125	55	228	37
NM_001311	277	51	1521	676	929	353
NM_002943	188	30	228	101	342	129
NM_134260	188	30	228	101	342	130
NM_006729	326	67	509	798	1091	249
NM_006981	229	47	275	191	460	114
NM_018672	881	183	1937	565	1357	695
NM_005739	349	72	116	305	448	97
NM_018295	85	17	63	16	307	87
NM_032726	131	0	321	191	301	75
NM_002310	657	24	234	117	1380	348
NM_181504	1338	223	1227	569	3324	835
NM_181524	1330	215	1238	588	3297	832
NM_153426	166	40	420	172	292	73
NM_022166	733	111	462	249	2181	549
NM_002020	93	48	95	42	1100	152
NM_018284	69	7	189	84	240	521
NM_001873	415	58	356	159	707	822
NM_032420	1043	305	796	356	2761	645
NM_001098175	421	84	518	232	1668	860
NM_000072	174	36	277	101	719	606
NM_130385	216	45	199	92	790	169
NM_001100163	216	45	201	92	790	170
NM_015136	2118	446	2393	1438	16456	1750
NM_004513	259	54	279	97	1145	519
NM_018037	207	43	306	73	224	103
NM_001151	398	127	592	128	749	190
NM_001128305	256	77	186	82	550	139
NM_018414	106	1	231	175	133	33
NM_001032394	456	88	747	723	392	99
NM_005241	141	28	105	47	523	195
NM_001105077	141	28	105	47	523	195
NM_001776	430	85	521	234	1694	862
NM_004633	202	186	229	103	665	42
NM_016569	608	129	911	384	702	231
NM_005996	608	129	904	379	697	231
NM_020455	456	88	758	745	393	100
NM_153427	166	40	413	172	288	73
NM_001128602	343	72	114	302	420	95
NM_001548	149	31	151	68	58	340
NM_006186	120	12	422	192	167	78
NM_014971	55	11	42	80	318	77
NM_145052	91	11	91	41	129	140
NR_003235	525	132	3392	1557	5888	1016
NM_005546	49	13	73	33	259	64
NM_020353	258	78	186	75	552	141
NM_004126	144	37	220	23	480	123
NM_173088	182	4	188	95	805	207
NM_001032395	456	88	747	722	388	99
NM_004946	217	46	272	236	1203	303
NM_001114661	78	16	89	28	332	117
NM_015149	279	156	413	190	1082	269
NM_173343	201	144	218	100	641	42
NR_004431	49	97	77	35	285	70
NM_002705	14371	3539	11409	5277	9402	1203
NM_212460	105	2	173	79	93	187
NM_001037164	105	2	173	79	93	188
NM_024717	247	11	111	188	687	177
NM_032943	123	26	122	36	421	117
NM_206929	83	24	69	13	327	84
NM_001128304	263	78	189	84	554	143
NM_032441	100	21	103	32	191	50
NM_198569	456	88	758	744	389	100
NM_173199	147	19	265	163	184	47
NM_006867	154	33	91	74	547	116
NM_018689	611	133	294	940	5724	421
NM_004815	340	111	416	147	1500	390
NM_001135610	58	45	63	19	263	68
NM_016270	153	34	120	55	406	49
NM_020404	211	381	256	118	2952	410
NR_024146	38	74	66	30	248	63
NM_001624	3732	360	6131	2841	4419	5440
NM_025040	54	11	98	45	194	157
NM_012098	484	106	427	414	5063	769
NM_020663	94	20	81	44	678	72
NM_000351	58	12	145	108	492	125
NM_001546	203	44	429	69	147	81
NM_138567	189	41	208	165	100	13
NM_174890	90	17	144	67	153	184
NM_007150	5285	1047	3649	1709	5698	1786
NM_000689	499	110	580	550	343	45
NM_181789	71	41	61	5	295	77
NM_001017418	100	82	377	32	284	74
NM_001127443	164	36	258	89	657	537
NM_020754	603	134	450	394	2885	665
NM_014333	142	31	226	86	305	397
NM_134262	209	46	254	105	382	137
NM_031442	99	27	139	65	548	100
NM_013401	102	32	50	23	462	67
NM_006257	121	8	69	32	537	240
NM_181523	1494	243	1388	653	3627	973
NM_004669	298	51	259	121	123	52
NM_001098517	141	31	226	85	305	397
NM_017734	336	75	828	244	1470	783
NM_000366	920	248	1410	379	5957	1576
NM_003004	331	39	143	102	493	130
NM_182643	452	102	404	209	2077	403
NM_015077	313	70	202	142	748	121
NM_001003801	131	29	187	112	588	90
NR_002174	122	17	159	75	371	109
NM_004714	160	52	132	62	424	97
NM_006483	159	52	132	62	422	97
NM_006484	159	52	132	62	422	97
NM_145755	50	32	75	35	191	40
NM_001128827	84	58	94	44	436	60
NM_001105513	52	32	75	35	191	40
NM_030820	125	47	98	46	175	36
NM_012435	124	20	120	97	501	133
NM_175571	139	31	66	56	667	80
NM_001135670	69	15	71	68	124	22
NM_003629	428	97	332	843	1783	460
NM_001002796	282	11	118	224	760	203
NM_033387	90	27	75	35	499	133
NM_001289	77	12	78	54	450	120
NM_007124	3373	474	3971	2037	10626	2852
NM_001113203	865	179	652	513	3027	812
NM_001001548	274	62	378	133	1143	981
NM_015069	151	34	162	89	630	150
NM_024513	1932	443	1136	1078	4729	1202
NM_004758	187	29	141	67	336	109
NM_018490	645	147	810	235	1559	790
NM_152640	81	18	124	50	198	307
NM_001013659	77	17	192	190	129	31
NM_014899	338	151	399	140	2407	651
NM_003873	986	202	1055	507	4300	2381
NM_172069	304	21	478	229	507	496
NM_207407	164	82	174	83	229	26
NM_001128227	274	30	182	87	425	285
NM_024418	187	29	140	67	332	109
NR_003149	65	11	165	79	38	87
NM_032119	65	11	165	79	38	87
NM_001103184	85	19	221	50	343	266
NM_022918	106	24	158	46	266	245
NM_001098531	393	91	369	325	1352	363
NM_152588	276	59	357	336	693	188
NM_133367	134	31	311	93	305	99
NM_001122	156	36	90	426	1085	121
NM_198538	5452	1289	4498	3064	5938	602
NM_001111018	728	135	778	377	1349	2525
NM_145117	750	154	784	379	1381	2548
NM_182964	750	154	784	379	1383	2548
NM_001040624	73	11	61	29	250	338
NM_001040626	73	11	61	29	250	338
NM_001128324	80	12	131	63	133	159
NM_001042475	83	19	73	22	244	113
NM_000891	311	73	499	142	627	261
NM_005780	304	72	169	94	777	212
NM_003078	124	29	180	121	584	92
NM_001031746	267	43	212	151	1059	289
NM_001033057	772	129	785	500	1113	304
NM_015520	772	129	785	501	1116	305
NM_023037	358	85	324	556	1908	214
NM_020244	97	21	82	41	225	61
NM_024514	94	7	121	85	116	31
NM_007085	2097	667	1830	894	19213	3459
NM_153697	114	6	213	103	405	157
NM_001885	2535	68	2718	1324	5105	1497
NM_005476	283	36	180	87	429	291
NM_014622	375	19	661	321	1075	332
NM_001130142	385	19	661	321	1092	348
NM_001136562	570	137	427	296	2678	581
NM_007203	597	143	449	343	2831	620
NM_147150	597	143	449	343	2831	620
NM_000024	215	51	298	53	267	85
NM_001039348	587	53	444	238	2114	581
NM_006909	51	15	72	34	351	96
NM_080491	499	86	381	503	1802	497
NM_012296	501	76	380	503	1804	496
NM_021156	274	42	341	257	1255	346
NM_003966	531	116	395	201	1472	405
NM_012137	173	189	140	68	350	52
NM_016377	54	0	91	44	101	77
NM_020799	69	16	114	34	135	62
NM_001008712	73	17	64	55	280	70
NM_001114172	350	84	217	617	1408	388
NM_001008711	150	36	89	73	544	111
NM_013309	134	32	164	50	259	425
NM_173200	159	38	148	110	396	105
NM_020898	909	221	837	402	3108	1271
NM_001032372	72	14	96	47	184	139
NM_001032373	72	14	96	47	191	140
NM_002587	1064	266	746	367	2549	622
NM_032446	75	35	158	33	649	180
NM_206930	79	24	72	5	329	91
NM_004105	595	67	446	249	2123	590
NM_014586	64	9	50	109	139	38
NM_001105539	182	44	165	60	749	555
NM_006680	68	16	88	44	254	49
NM_001003802	121	29	175	117	584	90
NM_152663	833	205	1047	283	1025	570
NM_002269	76	18	99	33	209	138
NM_173545	137	33	245	34	209	199
NM_020978	51	15	73	23	146	40
NM_017415	247	17	267	215	1019	285
NM_001100877	97	2	105	187	124	34
NM_139245	277	191	326	112	860	240
NM_001135608	329	173	361	181	1221	281
NM_015071	330	173	362	181	1239	284
NM_212465	488	71	572	286	1697	484
NM_003069	435	85	443	221	1017	785
NM_139035	435	85	443	221	1017	785
NM_052943	848	87	887	445	954	419
NM_207429	78	31	65	32	197	49
NR_024040	106	70	199	99	1403	225
NM_206938	196	48	345	352	823	196
NM_153321	406	100	333	263	1530	393
NM_023929	180	44	163	60	745	552
NM_030963	357	88	465	169	923	553
NM_006105	361	89	353	305	1295	327
NM_001554	1663	487	1825	645	1446	406
NM_002184	715	186	540	262	2100	591
NM_175767	700	185	530	257	2050	575
NM_001031701	56	1	46	120	194	54
NM_001759	2385	298	1332	3950	2371	667
NM_014363	1323	329	1572	777	4705	1673
NM_016302	276	68	413	203	625	302
NM_001105207	811	353	851	417	5031	1426
NM_002290	810	353	850	417	5010	1424
NM_133646	1904	595	1653	807	7789	2210
NM_004742	637	112	634	400	862	244
